ischair,crs,odepartment,action,position,type,udepartment,crstaught,crstaken,
ischair,crs,odepartment,action,position,type,udepartment,crstaught,crstaken
false,cs602,cs,read,faculty,application,admissions,cs602,cs101
true,ee101,ee,read,faculty,application,ee,ee101,cs602
true,cs601,registrar,read,faculty,gradebook,admissions,cs601,cs601
true,ee601,ee,read,faculty,application,cs,ee601,cs601
false,ee601,admissions,read,faculty,gradebook,ce,ee601,ee101
true,cs601,ce,read,faculty,gradebook,registrar,cs601,cs602
true,cs602,registrar,read,faculty,gradebook,ce,cs602,cs101
true,cs101,ee,read,faculty,gradebook,ee,cs101,cs601
false,cs101,ce,read,faculty,application,ee,cs101,ee101
na,cs601,registrar,read,faculty,gradebook,registrar,cs601,ee101
true,cs101,ee,read,faculty,gradebook,admissions,cs101,cs101
false,cs602,cs,read,faculty,application,cs,cs602,ee101
false,cs602,registrar,read,faculty,gradebook,admissions,cs602,cs602
true,ee601,ee,read,faculty,application,registrar,ee601,ee601
true,cs601,registrar,read,faculty,gradebook,cs,cs601,cs602
true,cs602,ce,read,faculty,gradebook,ee,cs602,ee601
na,cs601,admissions,read,faculty,application,admissions,cs601,cs601
false,cs101,ee,read,faculty,gradebook,ee,cs101,cs101
false,ee101,ce,read,faculty,application,ce,ee101,cs601
true,ee601,registrar,read,faculty,gradebook,registrar,ee601,cs602
true,ee601,registrar,read,faculty,gradebook,ce,ee601,ee601
na,cs601,ce,read,faculty,application,admissions,cs601,ee601
na,cs601,ee,read,faculty,application,admissions,cs601,ee601
false,ee601,ee,read,faculty,gradebook,ee,ee601,ee101
na,cs602,ee,read,faculty,application,ce,cs602,cs101
na,cs602,ee,read,faculty,application,ee,cs602,ee101
na,ee601,ce,read,faculty,gradebook,registrar,ee601,cs602
na,ee601,ee,read,faculty,application,admissions,ee601,cs101
false,cs101,registrar,read,faculty,gradebook,cs,cs101,cs601
true,ee101,admissions,read,faculty,application,cs,ee101,cs601
false,cs101,admissions,read,faculty,application,admissions,cs101,cs101
false,cs602,registrar,read,faculty,gradebook,ce,cs602,cs601
false,ee101,ce,read,faculty,application,admissions,ee101,ee601
na,cs602,ce,read,faculty,gradebook,cs,cs602,cs602
true,cs601,registrar,read,faculty,gradebook,ee,cs601,cs101
false,cs101,admissions,read,faculty,application,ce,cs101,cs601
na,ee101,admissions,read,faculty,application,ce,ee101,ee101
na,ee601,admissions,read,faculty,application,admissions,ee601,ee601
true,cs602,ee,read,faculty,application,ee,cs602,ee101
false,cs602,registrar,read,faculty,application,registrar,cs602,cs601
na,ee601,admissions,read,faculty,gradebook,cs,ee601,cs101
na,cs601,registrar,read,faculty,gradebook,ee,cs601,cs602
false,ee601,admissions,read,faculty,application,ce,ee601,ee601
na,cs602,registrar,read,faculty,gradebook,admissions,cs602,cs602
na,ee601,admissions,read,faculty,application,registrar,ee601,cs601
